"make","model","trim","year","vin","highlights","basic_data","prices"
"Nissan","Kicks","SR","2020","3N1CP5DV7LL537485","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""1.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""31"", ""fuel_consumption_highway"": ""36""}","{""make"": ""Nissan"", ""trim"": ""SR"", ""year"": ""2020"", ""doors"": ""4"", ""model"": ""Kicks"", ""style"": ""SR FWD"", ""source"": ""Chrome"", ""body_type"": ""SR FWD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""21210"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 26535, ""invoice"": 26283, ""estimatedPackagesMSRP"": 3525, ""estimatedPackagesInvoice"": 2962}"
"Kia","Forte","LXS","2023","3KPF24AD1PE639812","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Small Sedan"", ""Sedan""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""15.3"", ""drive_type"": ""FWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""16.0 x 6.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""28"", ""fuel_consumption_highway"": ""39""}","{""make"": ""Kia"", ""trim"": ""LXS"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Forte"", ""style"": ""LXS 4dr Sedan"", ""source"": ""DataOne"", ""body_type"": ""Sedan"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""FWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""C3422"", ""package_code"": null, ""vehicle_type"": ""Car"", ""is_chrome_make"": true, ""oem_body_style"": ""Sedan"", ""bed_length_foot"": null}","{""MSRP"": 21840, ""invoice"": 21076, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","Kicks","SV","2023","3N1CP5CV6PL542555","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""1.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""31"", ""fuel_consumption_highway"": ""36""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Kicks"", ""style"": ""SV FWD"", ""source"": ""Chrome"", ""body_type"": ""SV FWD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""21113"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 24740, ""invoice"": 24014, ""estimatedPackagesMSRP"": 455, ""estimatedPackagesInvoice"": 390}"
"Nissan","Sentra","S","2023","3N1AB8BV3PY298178","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Small Sedan"", ""Sedan""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""16 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""29"", ""fuel_consumption_highway"": ""39""}","{""make"": ""Nissan"", ""trim"": ""S"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Sentra"", ""style"": ""S CVT"", ""source"": ""Chrome"", ""body_type"": ""S CVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""12013"", ""package_code"": """", ""vehicle_type"": ""4dr Car"", ""is_chrome_make"": true, ""oem_body_style"": ""4dr Car"", ""bed_length_foot"": """"}","{""MSRP"": 21825, ""invoice"": 21026, ""estimatedPackagesMSRP"": 680, ""estimatedPackagesInvoice"": 583}"
"Mazda","CX-5","2.5 S Carbon Edition","2023","JM3KFBCM6P0235781","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19 X 7"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""2.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""24"", ""fuel_consumption_highway"": ""30""}","{""make"": ""Mazda"", ""trim"": ""2.5 S Carbon Edition"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""CX-5"", ""style"": ""2.5 S Carbon Edition AWD"", ""source"": ""Chrome"", ""body_type"": ""2.5 S AWD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""CX5CEXA"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 32515, ""invoice"": 31214, ""estimatedPackagesMSRP"": 40, ""estimatedPackagesInvoice"": 32}"
"Ram","1500","Rebel","2023","1C6SRFLT8PN555760","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Truck""], ""moonroof"": false, ""cylinders"": ""8"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""5.7"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""17"", ""fuel_consumption_highway"": ""22""}","{""make"": ""Ram"", ""trim"": ""Rebel"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""1500"", ""style"": ""Rebel 4x4 Crew Cab 57\"" Box"", ""source"": ""Chrome"", ""body_type"": ""Rebel 4x4 Crew Cab 57\"" Box"", ""fuel_type"": ""Gasoline/Mild Electric Hybrid"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": ""EZL"", ""body_subtype"": ""4WD Standard Pickup Trucks"", ""model_number"": ""DT6X98"", ""package_code"": """", ""vehicle_type"": ""Crew Cab Pickup - Short Bed"", ""is_chrome_make"": true, ""oem_body_style"": ""Crew Cab Pickup - Short Bed"", ""bed_length_foot"": """"}","{""MSRP"": 65335, ""invoice"": 61855, ""estimatedPackagesMSRP"": 6250, ""estimatedPackagesInvoice"": 5752}"
"Jeep","Wrangler","Sport S","2023","1C4HJXDN6PW644804","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 7.5"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""23""}","{""make"": ""Jeep"", ""trim"": ""Sport S"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Wrangler"", ""style"": ""Sport S 4 Door 4x4"", ""source"": ""Chrome"", ""body_type"": ""4 Door 4x4"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": ""EC1"", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""JLJL74"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 48980, ""invoice"": 47464, ""estimatedPackagesMSRP"": 16670, ""estimatedPackagesInvoice"": 15006}"
"Nissan","Sentra","SV","2023","3N1AB8CV1PY288408","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Small Sedan"", ""Sedan""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""16 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": true, ""fuel_consumption_city"": ""29"", ""fuel_consumption_highway"": ""39""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Sentra"", ""style"": ""SV CVT"", ""source"": ""Chrome"", ""body_type"": ""SV CVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""12113"", ""package_code"": """", ""vehicle_type"": ""4dr Car"", ""is_chrome_make"": true, ""oem_body_style"": ""4dr Car"", ""bed_length_foot"": """"}","{""MSRP"": 23300, ""invoice"": 22493, ""estimatedPackagesMSRP"": 935, ""estimatedPackagesInvoice"": 819}"
"Honda","Accord","EX","2023","1HGCY1F30PA021658","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Small Sedan"", ""Sedan""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": ""16.7"", ""drive_type"": ""FWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17.0 x 7.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""1.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""29"", ""fuel_consumption_highway"": ""37""}","{""make"": ""Honda"", ""trim"": ""EX"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Accord"", ""style"": ""EX 4dr Sedan"", ""source"": ""DataOne"", ""body_type"": ""Sedan"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""FWD"", ""engine_code"": ""L15BE"", ""body_subtype"": null, ""model_number"": ""CY1F3PJW"", ""package_code"": null, ""vehicle_type"": ""Car"", ""is_chrome_make"": false, ""oem_body_style"": ""Sedan"", ""bed_length_foot"": null}","{""MSRP"": 30705, ""invoice"": 29457, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","NV200 Compact Cargo","S","2021","3N6CM0KN7MK699388","{""doors"": ""4"", ""seats"": ""2"", ""carType"": [""Van""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""15 X 5.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""24"", ""fuel_consumption_highway"": ""26""}","{""make"": ""Nissan"", ""trim"": ""S"", ""year"": ""2021"", ""doors"": ""4"", ""model"": ""NV200 Compact Cargo"", ""style"": ""I4 S"", ""source"": ""Chrome"", ""body_type"": ""I4"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""Cargo Vans"", ""model_number"": ""66111"", ""package_code"": """", ""vehicle_type"": ""Mini-van, Cargo"", ""is_chrome_make"": true, ""oem_body_style"": ""Mini-van, Cargo"", ""bed_length_foot"": """"}","{""MSRP"": 25320, ""invoice"": 24902, ""estimatedPackagesMSRP"": 540, ""estimatedPackagesInvoice"": 462}"
"Nissan","Sentra","SV","2023","3N1AB8CV1PY290062","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Small Sedan"", ""Sedan""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""16 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": true, ""fuel_consumption_city"": ""29"", ""fuel_consumption_highway"": ""39""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Sentra"", ""style"": ""SV CVT"", ""source"": ""Chrome"", ""body_type"": ""SV CVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""12113"", ""package_code"": """", ""vehicle_type"": ""4dr Car"", ""is_chrome_make"": true, ""oem_body_style"": ""4dr Car"", ""bed_length_foot"": """"}","{""MSRP"": 23545, ""invoice"": 22546, ""estimatedPackagesMSRP"": 1180, ""estimatedPackagesInvoice"": 1029}"
"Chevrolet","Traverse","LT Leather","2023","1GNEVHKW4PJ220566","{""doors"": ""4"", ""seats"": ""7"", ""carType"": [""Crossover"", ""SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""17"", ""fuel_consumption_highway"": ""25""}","{""make"": ""Chevrolet"", ""trim"": ""LT Leather"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Traverse"", ""style"": ""AWD 4dr LT Leather"", ""source"": ""Chrome"", ""body_type"": ""AWD 4dr LT Leather"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": ""LFY"", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""1NW56"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 44645, ""invoice"": 43305, ""estimatedPackagesMSRP"": 550, ""estimatedPackagesInvoice"": 500.49999999999994}"
"Nissan","Murano","SV","2021","5N1AZ2BS5MC118968","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 7.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": true, ""fuel_consumption_city"": ""20"", ""fuel_consumption_highway"": ""28""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2021"", ""doors"": ""4"", ""model"": ""Murano"", ""style"": ""AWD SV"", ""source"": ""Chrome"", ""body_type"": ""AWD SV"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""Mid-Size Wagon"", ""model_number"": ""23211"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 39025, ""invoice"": 37614, ""estimatedPackagesMSRP"": 585, ""estimatedPackagesInvoice"": 485}"
"Honda","HR-V","LX","2023","3CZRZ2H3XPM738395","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""24.4"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17.0 x 7.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""25"", ""fuel_consumption_highway"": ""30""}","{""make"": ""Honda"", ""trim"": ""LX"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""HR-V"", ""style"": ""AWD LX 4dr Crossover"", ""source"": ""DataOne"", ""body_type"": ""Wagon"", ""fuel_type"": ""G"", ""oem_doors"": ""5"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": ""Crossover"", ""model_number"": ""RZ2H3PEW"", ""package_code"": null, ""vehicle_type"": ""Car"", ""is_chrome_make"": false, ""oem_body_style"": ""Crossover"", ""bed_length_foot"": null}","{""MSRP"": 26595, ""invoice"": 25428, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Toyota","4Runner","TRD Off-Road Premium","2023","JTERU5JRXP6151792","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": ""47.2"", ""drive_type"": ""4X4"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17.0 x 7.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""4.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""16"", ""fuel_consumption_highway"": ""19""}","{""make"": ""Toyota"", ""trim"": ""TRD Off-Road Premium"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""4Runner"", ""style"": ""4x4 TRD Off-Road Premium 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""5"", ""drive_type"": ""4X4"", ""engine_code"": ""1GR-FE"", ""body_subtype"": null, ""model_number"": ""8672"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 52161, ""invoice"": 48622, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","Frontier","SV","2023","1N6ED1EJ2PN627925","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Truck""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Rear Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 7.5"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.8"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""18"", ""fuel_consumption_highway"": ""24""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Frontier"", ""style"": ""Crew Cab 4x2 SV Auto"", ""source"": ""Chrome"", ""body_type"": ""Crew Cab 4x2 Auto"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Rear Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""2WD Standard Pickup Trucks"", ""model_number"": ""32313"", ""package_code"": """", ""vehicle_type"": ""Crew Cab Pickup - Short Bed"", ""is_chrome_make"": true, ""oem_body_style"": ""Crew Cab Pickup - Short Bed"", ""bed_length_foot"": """"}","{""MSRP"": 39010, ""invoice"": 37059, ""estimatedPackagesMSRP"": 4425, ""estimatedPackagesInvoice"": 3870}"
"MINI","Clubman","Cooper S","2023","WMWXJ1C0XP2T52849","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Hatchback""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": true, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""23"", ""fuel_consumption_highway"": ""32""}","{""make"": ""MINI"", ""trim"": ""Cooper S"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Clubman"", ""style"": ""Cooper S ALL4"", ""source"": ""Chrome"", ""body_type"": ""Cooper S ALL4"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""23M6"", ""package_code"": """", ""vehicle_type"": ""4dr Car"", ""is_chrome_make"": true, ""oem_body_style"": ""4dr Car"", ""bed_length_foot"": """"}","{""MSRP"": 43085, ""invoice"": 40045, ""estimatedPackagesMSRP"": 5550, ""estimatedPackagesInvoice"": 5110}"
"Nissan","Sentra","SR","2023","3N1AB8DV7PY289898","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Small Sedan"", ""Sedan""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 7.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""28"", ""fuel_consumption_highway"": ""37""}","{""make"": ""Nissan"", ""trim"": ""SR"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Sentra"", ""style"": ""SR CVT"", ""source"": ""Chrome"", ""body_type"": ""SR CVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""12213"", ""package_code"": """", ""vehicle_type"": ""4dr Car"", ""is_chrome_make"": true, ""oem_body_style"": ""4dr Car"", ""bed_length_foot"": """"}","{""MSRP"": 25075, ""invoice"": 24140, ""estimatedPackagesMSRP"": 1825, ""estimatedPackagesInvoice"": 1584}"
"Toyota","Highlander","XSE","2023","5TDKDRBH1PS516329","{""doors"": ""4"", ""seats"": ""7"", ""carType"": [""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": ""16.0"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""20.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.4"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""28""}","{""make"": ""Toyota"", ""trim"": ""XSE"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Highlander"", ""style"": ""AWD XSE 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""5"", ""drive_type"": ""AWD"", ""engine_code"": ""T24A-FTS"", ""body_subtype"": null, ""model_number"": ""6959"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 49371, ""invoice"": 45829, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Subaru","Outback","Wilderness","2024","4S4BTGSD9R3119178","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 7"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""2.4"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""26""}","{""make"": ""Subaru"", ""trim"": ""Wilderness"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Outback"", ""style"": ""Wilderness CVT"", ""source"": ""Chrome"", ""body_type"": ""Wilderness CVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""RDI"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 41529, ""invoice"": 38821, ""estimatedPackagesMSRP"": 274, ""estimatedPackagesInvoice"": 177}"
